,MAE,RMSE,NSE,alpha,beta,HFV,HFV10,LFV,FDC,training_time_minutes,model
01022500,1.080753803119469,1.8068280543167048,0.3370347634991086,0.5467669148447526,0.7798364467148071,0.517889942719104,0.5962960237664912,1.095194354712468,0.9959596227400886,16.83933725333333,p3t1
01031500,1.2192259327128734,2.3208245834829686,0.4267591107538322,0.7567935167523114,0.8106824456284737,0.7243126063579429,0.7920688867442989,0.3765264949154218,0.9125090862389064,18.27974439,p3t2
01047000,420.464499095143,721.6708323460999,-48788.586102850175,179.77856599913034,205.50291034225077,66.68450963827547,134.60826990181457,0.6140273114345158,1.9414719248629888,17.46447781166668,p3t1
01052500,1.7616015355550585,2.806256677517416,0.3988122582216917,0.9348496205592176,1.2811071020657827,0.93777520080911,0.9946232065461608,1.1369885262089925,2.0903821246720145,16.310923059999975,p3t2
01055000,1.5208986754267595,3.405521787191933,0.3449361315304055,0.6248800286191143,0.9352242816219,0.5745112091120002,0.7671535588326809,0.4864557739161279,1.3038683532727653,18.118587686666675,p3t2
01057000,1.6246929086618709,2.7116977792355543,-0.0006685504260095,1.020847474893436,1.0588552941580611,0.8875527304162597,1.0865111171010624,-0.7956754088717299,0.9535979565777865,14.46549777666672,p3t2
01073000,994.9231923664216,1017.4341906384282,-157198.91521474737,82.95774465305806,633.2319966774633,78.4082105604195,158.4925123098581,5180.706174948708,1328.7381301294106,12.800041675000042,p3t1
01078000,1.210462281306393,1.9604809107188832,0.3599463349379571,0.9995953895585866,1.1352469585569906,0.9787532007047288,1.0385263630423975,1.135862195157987,1.330780719181366,16.442250566666676,p3t2
01123000,1.2257582396998716,2.0445548878518567,0.1510321921827122,0.7940291753928239,1.129989781565414,0.7813358812981283,0.8942839313935226,2.498440512014637,1.306754832073397,16.95871536666673,p3t2
01137500,10.07595242627858,16.436140680475148,-25.56029090870771,4.281211151551574,5.445370365368712,2.0101279790874336,3.7213914593474975,1.2115282451114036,2.012841458443317,21.322548283333404,p3t2
01139800,2.7505492677983807,4.753906515958793,-5.196336845118815,2.319436833489979,2.0250054847965098,1.470496925688343,2.179693494084588,0.5180286634578065,1.0916890512283297,15.665933265000058,p3t2
01142500,1.1060983432554583,1.7892610893012495,0.3517588386510205,0.8389295557533971,1.0551639075683668,0.7883762945407812,0.9453799379322022,0.948148859405196,1.259604545889646,10.65586960666648,p3t2
01144000,1.186696681894614,1.9570919000576037,0.2209988695471026,0.9831983270613284,1.059824886596402,0.8975908250920506,1.035501171208834,0.641370127060218,1.0643095461895216,15.28330723333347,p3t1
01169000,1.8108903955665072,2.9295242972393947,0.0463472087768577,0.6334662173702063,0.6934462247937121,0.5272569685405519,0.6196263401223621,-0.6817000106937519,0.9207490241667016,15.862200998333476,p3t1
01170100,1.5468796959640474,2.5169071449503178,0.2164407898517775,0.7837338807727869,1.1322664732274526,0.7280003557090087,0.8847125679927224,1.9382753409452904,1.5146700248016958,13.918257354999756,p3t2
01181000,1.764714854322325,3.4178179922962397,-0.2736441481512346,1.1412321259533598,1.1519174687455325,1.076216245328472,1.1813017133335637,0.3948346029299427,1.0704691035007985,18.5210086716664,p3t2
01187300,1.9591636264266992,3.865921402610994,-0.1143436738429559,1.0139192995735922,0.9769690480230536,0.950862451131694,1.1047965347589157,-0.8008220200544813,0.7472354835324583,17.020565713333294,p3t2
01195100,1.0946450565809374,1.988170819426713,0.336381786729391,0.630020353747495,0.9765267309992512,0.6548197750688917,0.7556416351420214,3.873417910447575,1.296130273623982,19.885293235000184,p3t2
01333000,1.1812166701196392,1.9075201735124283,0.227697474614162,0.9660767517942604,0.9900737451196924,0.9267265736429924,0.976388710058476,0.7955170900663353,0.947045910901859,23.61957297333332,p3t2
01350000,1.3318518925368876,3.187730048825825,0.2874078685540955,0.664575675229722,0.7914802406439959,0.6697603981488349,0.7304973350136774,1.3028847683735305,0.8937575891303612,27.57714294333321,p3t2
01350080,1.017882377204315,2.2717440271757368,0.2680862112370289,0.4160689742707305,0.6596569689681949,0.4268238876646395,0.4724748674289621,2.4509341296869374,1.120103292088502,32.553641760000026,p3t2
01365000,1.7606431007274528,2.8849933869917903,0.2755315283436638,0.5483579585593972,1.0722363420367764,0.5186088712588461,0.6833399014630592,2.329376160984734,1.5328242871557791,22.679446026666845,p3t1
01411300,11.04138248041633,23.12573780667833,-312.9292179869718,15.910190171913952,9.770379979843003,7.519535034554584,13.260647019768582,1.205683118191588,1.0421160486460088,11.94753424833325,p3t1
01413500,1.2885936633113804,2.620290878506938,0.1910360140145353,0.659199735322425,0.9330342589455684,0.722033890665737,0.7486604721676527,2.490456688133304,1.2802918724192176,16.86733513666744,p3t2
01414500,1.3798641630237454,2.7769742818642373,0.2205762800579078,0.5882895198270325,0.8771411801564002,0.5866210547705267,0.7185319048202645,1.3898741220391064,1.0946831681482745,14.858129969999816,p3t1
01415000,1.6501654234681016,2.516570095999277,-0.0596907774940262,0.5714026846835688,1.1425477050167467,0.4722926904466645,0.6723305606798626,2.511241625170564,2.0365621864543013,14.530979910000072,p3t1
01423000,1.1811098868520888,2.248921789342285,0.18971674894944,0.9134873240859775,0.9825583984157124,1.0161327152706143,0.9879917671247768,1.7809798069857183,1.0864646762251269,22.019495896667163,p3t1
01434025,1.70390244116244,3.588665439171665,0.3001677498622294,0.620447841748364,0.7547818913238464,0.5657024806373881,0.6759908587479478,0.5527582170409582,0.7501215442198113,11.117786713333528,p3t2
01435000,1.8456316749315589,3.8827019110036094,0.2028638505122414,0.7939460799589335,0.8877928507998069,0.7625930839433217,0.9082154762629896,0.5323084543880772,0.7740831566833957,18.34629860833326,p3t1
01439500,1.0907598619802912,1.7353689420409446,0.3851982638253987,0.950621394341893,0.9047275631866394,0.8730326674999912,0.9875125407032777,0.6707464606089004,0.7597487075804867,14.939878746667334,p3t1
01440000,1.203052960548894,2.1913816808988384,-0.0076791335390946,0.9551460669854568,0.9372424290896662,0.9142851160929628,0.9984496844614452,1.050480069869148,0.7949731785795604,14.837036943332835,p3t2
01440400,1.314131766708017,2.312488249792005,0.2279387458923262,0.911054768683068,1.0682909845659865,0.8133368667550753,1.0388905112508298,0.862324580891382,0.9955896834648312,94.41273968166594,p3t2
01451800,1.1984997467981684,2.6093367522592583,0.0713175939937182,0.8398103209145443,0.9726812140435712,0.7803004633579774,0.8730156186743304,1.1399555573659204,1.1033201813469469,14.792078020000677,p3t2
01484100,0.6140650307881081,1.2820017586279588,0.2006822241027401,0.3209111252072319,0.704871670854577,0.352338911799649,0.4662636373495242,1.256038874058723,0.8778436680898715,22.95197486166629,p3t2
01491000,0.946877237697268,1.9486443250569936,0.1366713396120299,0.7394787368815747,0.9139237419001108,0.7303088735735652,0.907677391464048,0.5968513728166085,0.780676254476153,18.70802818500088,p3t1
01510000,58.90098147746342,79.47644192220667,-946.7605688610644,20.858327882503893,34.575006672371025,7.9274706383229265,15.11035753983809,4.578774624455615,72.13702212270357,15.963474175000252,p3t1
01516500,0.9397925642157862,2.593912834397391,0.1117172827365313,0.2871145585738175,0.5514344110197112,0.2762325587396366,0.411800465957932,-0.238717509568057,0.9789245771244636,16.377993833332827,p3t1
01518862,0.911512816611806,2.0998858440257675,0.2701520212512333,0.4744646964194926,0.7681049312884364,0.4577064950938916,0.595951643578663,1.584627292554909,1.1646775285998898,18.001226941666875,p3t2
01532000,1.0684256558069212,3.0882317821615755,0.1503956309934904,0.4414881383085434,0.9458060469984249,0.4952550627069263,0.6842698851605797,2.639576020423438,1.4756998488778297,16.556758724999963,p3t2
01539000,1.1707045088703931,2.317912907391937,0.1597099891153004,0.737306511020592,0.979811685176072,0.7000473589023948,0.8473477632155424,1.3775900149882678,1.1485728839134897,19.21370905333315,p3t1
01542810,1.320381440677221,2.664783335095702,0.2033745886333363,0.7118264026593971,0.945846557255932,0.6976573460448648,0.79722129308029,1.7439079730306395,1.2631550868631156,16.46769337999964,p3t1
01543500,1.171257833474756,1.982527672519257,0.2622414411209041,0.7393202821364856,1.0139052894657328,0.724928404767901,0.8265664700356616,2.198976828682,1.3176505061486612,14.901268938333184,p3t1
01544500,1.426956414112658,2.449258340136054,0.1980200902197946,0.7195268678290891,1.247841451544992,0.6088524798005046,0.8564565455204334,2.484063275752081,1.7626879587119155,18.82181013833324,p3t2
01545600,1.0925889428410207,1.9903894108291984,0.3199547401890803,0.6701962731089519,1.013876759602034,0.6769572482320281,0.796710291813964,2.3031650437440963,1.3793604870622933,17.644995884999904,p3t1
01547700,1.009576959942751,2.1251030105651383,0.2619890453219534,0.4872621437915946,0.7533742433262722,0.4421395760606497,0.5440256089809501,1.2951711986908885,1.2044502220944346,16.89302828500028,p3t2
01548500,1.0057841227435107,1.8233408018961592,0.3290897512398357,0.7152460270104527,0.8666423063246437,0.7086810668997263,0.7800344156036783,0.7934049183020897,1.0383346454146538,17.570252251666776,p3t2
01549500,1.134624356450041,2.5147660398350102,0.2836457920108313,0.5896848464004406,0.7688783149543008,0.5926492148657485,0.674897121084996,1.272783035164099,0.8947041779068586,13.57043968500026,p3t2
01550000,1.2358487369921023,2.744938997933589,0.2203283420073613,0.6105947186137353,0.8565803152645782,0.6287847292250015,0.7409371036849179,1.4633055382024227,1.0420089880468515,25.4294945383328,p3t2
01552000,1.201300902304072,2.5094534476998778,0.2011995402998329,0.6994101168816961,0.8316534180371455,0.6832525207578218,0.803870051950547,0.9787795999271376,0.8444293297365414,26.351783778333143,p3t1
01552500,1.471004404031469,3.2955151308523507,0.0510777174797854,0.8421421106344839,1.0014498417413311,0.8677080371350309,1.0279292137606648,0.7317089256095097,1.063227607409347,23.07006013500019,p3t2
01557500,1.0853932586308552,1.9127939811310817,0.3341379085022079,0.7741953247542608,0.9482153985472588,0.7964543356373527,0.8368077144197119,1.9859128972825115,1.1561515520294006,26.84454929500061,p3t2
01567500,0.9109280119434708,2.291954628223553,0.2433446583626218,0.5280974018347807,0.9031287832410342,0.4900421537339954,0.668562214804299,1.1676161085625845,1.345262325683112,29.96576872666677,p3t2
01568000,1.154094837182667,2.695400354910951,-0.0698103475876132,0.7793669850304429,0.9658741522538636,0.7402878646194716,0.7893570949507263,1.6326581467159649,1.3329720326914942,34.88907865666746,p3t1
01580000,0.7027223961363919,1.495530359685472,0.0946064399206071,0.4908763045946796,0.6339252282791116,0.4881660651682272,0.5829437143238456,0.6507024006876293,0.6643143133229032,20.049728140000177,p3t2
01586610,0.7034812438232825,1.6019712102483217,0.2037949583330125,0.5217449724702691,0.9296315241698654,0.5389794390240222,0.7295828225648504,1.263829969886225,1.123501792813884,12.023952515000325,p3t1
01591400,43.61355617219952,46.387316445657234,-548.5559199485712,8.07952457927982,40.26054831203405,4.725954782998897,12.184466105925283,101.94717378931192,73.26236954299124,32.68381092000054,p3t1
01594950,1.6450015151740134,3.4664014252882898,-0.4458306899768893,1.2130280474336237,1.1400341578553128,1.3261123100640442,1.2254780433570185,3.723500323285176,1.0774541456076083,37.1832631416677,p3t1
01596500,1.2165873902490478,2.4200536001676065,0.156525344032943,0.6490289360821472,0.937659799344012,0.7111247536028695,0.6768873250357379,5.076176399167773,1.5509462096873992,42.72556037666703,p3t2
01605500,583.38279203289,1056.138433393127,-286929.9163641198,446.71585512627104,625.3615241539846,187.3763211750857,430.6016031814548,1.7819750550466624,2.421688583562687,21.694161354998748,p3t2
01606500,7073.537773450224,12821.258717189932,-32620525.35674162,4763.777058548671,5832.2050442615655,1958.3024109579376,4060.736932761538,1.2026998327275489,2.4917499530772678,25.94853273833287,p3t2
01632000,185.27191359628952,333.6174505710521,-11676.030058765326,90.01314651531374,178.05856811851217,41.47829315645926,100.72474442828934,3.2084909065377474,3.162512166776738,16.561984986666356,p3t2
01632900,27.889046420842345,41.74002328785721,-488.5632707090956,16.793370639131634,31.25908382648367,6.889916589928129,16.01690171564502,-0.2129790111307506,5.5561308031129535,42.43994675166711,p3t1
01638480,0.8114154458899047,2.0259886483396827,0.2355569201387602,0.4124407297065931,0.8714607343589504,0.4460064323192289,0.5727299502545852,3.553372586019436,1.513006514247875,18.06590929499944,p3t1
01664000,0.816734241389893,1.7776618077365414,0.3002009358882561,0.5231187906079323,0.9466874915319344,0.515109343514441,0.6991512981966064,1.9592706020321349,1.1470220328831766,22.946523791666063,p3t2
01666500,1.4004020048359738,3.370910068312798,-0.3298712107863848,0.8023909390814498,0.6582761937752823,0.6913339483005831,0.7607850939641116,-1.899912197540573,0.9854521794834912,17.73971917666689,p3t2
01667500,469.3273041403796,724.5802192113181,-70353.08165773124,202.3018017012808,350.2623811273611,82.98744598580116,202.4560822954651,1.6180649931564994,2.384727172115988,17.004462088332122,p3t2
01669000,0.6589069962400166,1.1490300648710647,0.0345680651543806,0.7370066314013252,0.6616924642431229,0.6583393500341815,0.7568748067899081,0.2148442496173314,0.5898983428218889,14.779039046666972,p3t2
01669520,0.7078230980706108,1.8039650424273896,0.0049032984550433,0.6088296268704654,0.9597926299739375,0.5808436447083907,0.7899803141138582,2.093740619443966,1.0821863898517374,16.94388901499915,p3t2
02011400,0.7260184947725793,1.6457804362313622,0.1997642796303244,0.4698151863888484,0.6305113501122052,0.4543584579844973,0.563451510371899,-0.1543827616864255,0.778697387464594,17.054320333333454,p3t2
02013000,0.773820679231392,1.9313653839368763,0.2715187121025442,0.5487368982473998,0.8698938678379887,0.5669226970238186,0.681353585245015,1.9212793923111904,1.3886051568042568,14.244075131666614,p3t2
02014000,2.093095248890347,2.443258363057443,-0.7020615027689894,0.5938807170155496,2.7955311474052973,0.6933011164157225,1.11738725799449,20.55282568723173,6.18766403237254,49.80284774666652,p1t2
02051500,1.1837751229901676,1.7375335149596718,0.0046682337463396,0.616092030454732,1.879800028287484,0.5359362181990475,0.9181352829739704,5.404277091632194,3.676565437545128,,p1t1
02053800,0.931072370752104,1.7098756166750826,0.0527357961834383,0.656920461748841,1.5209031095841736,0.6015229089320773,0.9937238272407036,2.3996154151210347,2.1741663853947992,,p1t1
02055100,2.3630271079031275,2.7529424539246,-1.1496063895371718,0.7069473024519426,3.0643119422743617,0.7537030431894945,1.4044140860963212,8.539049175288623,5.378064060014391,,p1t2
02056900,0.84070499457795,1.7046358002068147,0.0799863957501755,0.6325160868318913,1.3451169766489344,0.611277392956501,0.9514945252437416,1.6515928643086542,1.70786452702492,,p1t1
02059500,0.8694128635590586,1.7159030175420555,0.1477078630850767,0.4184168563256169,1.4963115457239895,0.4625893997259165,0.7808568824681072,2.926104670468568,2.266345822653544,,p1t2
02064000,1.0070507838980145,2.703034052186755,0.0799576778348284,0.4313849726487015,1.4014713292032002,0.5159780329109142,0.8786780392111373,1.7731895716385333,1.9363046199312524,,p1t1
03010655,1.1060061991087151,2.0706463417165897,0.1683949932112594,0.9469406448393664,0.934379557012208,0.908292618919528,0.973746422369244,0.7201555828726348,0.8519187825527287,21.160829634999995,p3t1
03011800,1.466195695639541,2.231560139896061,0.1532423402102999,0.844618609567301,1.30693296034898,0.7841125147569963,0.9944581176771078,2.5935075942992896,1.5713292416414713,59.57112239666667,p3t2
03015500,38.48167984205959,38.71344926740294,-216.8102336829521,1.3122506742345348,-20.31423252525504,-1.3429441056672713,-4.171952613141883,-198.6009817828809,-42.07720489275411,25.503097024999988,p3t1
03021350,2.169215536977331,3.3238472970654103,0.1901649223305385,0.634877895901894,1.4257636093862625,0.5935151133749355,0.8086924008942232,6.0892251358032174,2.642787205089934,27.39489302333332,p3t2
03026500,1.5417265092144594,2.483703732011408,-0.0658492697002612,1.0337683540111418,1.3109717740876328,0.8808044026626969,1.1839629369414228,1.1105978584037508,1.386360575895184,23.36348312500001,p3t2
03028000,1.180903967436684,2.051028226853676,0.3605966871156705,0.5763751514169111,0.9795196503217052,0.5966917345739103,0.6870389343759912,2.483862842392485,1.3822103614838548,38.5396916166667,p3t2
03049000,0.9757314197550946,1.799755233673601,0.0857316025532992,0.4222553679846546,0.7425176116664628,0.3148916531936283,0.4547253483582599,1.1974566567139728,1.2435557161782334,35.50828879999996,p3t1
03049800,35.503476847906185,47.549899736648186,-758.9933167201439,18.404839925213523,36.641445613006816,7.65178226309123,15.10855649654562,22.82801100675465,77.75086192736791,24.882790688333383,p3t2
03050000,1.9274090117185332,3.655638938157215,-0.126593727732152,0.9221615460269486,0.9607140209674904,0.8643389371148804,1.0394888683192354,-0.3227880462201071,0.710360273205034,33.11712913333322,p3t1
03069500,1.7430054719638577,3.562282571343259,0.088063126207134,0.8496979292342398,0.975249539769344,0.8470657246640467,0.9782652519034556,1.153211242680438,0.928321243830294,40.00051684666663,p3t1
03070500,5.001273698432533,5.566776763422559,-2.830345140184723,0.6119423137427044,-1.497525122491577,0.2489951565830844,0.0813309769545422,-26.12142465376928,-3.509520946215949,73.20708573499991,p3t2
03076600,1.2200282573110297,2.154300829331736,0.2972730368374496,0.6010573234284727,0.837039805341653,0.6505905700956285,0.6690362722187728,2.621323965642993,1.126408106883251,18.516472901666567,p3t2
03078000,1.301270056400745,2.316175813566008,0.2779554197139096,0.5954169699833539,0.9624612942571864,0.6120514334390198,0.7094067888204746,3.324479202129953,1.2856359700415938,25.2613121716667,p3t2
03140000,0.8565835929988532,1.7577598480253325,-0.0874166265309162,0.8380971136282552,0.9307059560740344,0.7728031431581299,0.9861535049617384,0.2994048615020458,0.7072366610635125,19.63938347333363,p3t1
03144000,1.2704341000640098,2.829171405725731,-0.2818366249362167,0.9814120940564404,1.046835144284352,0.9602347118734144,1.1964873270318404,-1.4684738422525032,0.431097122194915,31.43023448833313,p3t1
03170000,0.6367930435834627,1.1291583037731543,0.1358288233277959,0.8223755034540234,1.2024363594019725,0.783300303604736,1.021975069345814,1.309282291457457,1.3225941771585852,27.569856716666735,p3t2
03173000,0.8162250869132789,1.8156665723403644,0.1067592861809242,0.6200260162104873,0.8158517295539768,0.6180035424217765,0.7712005398592404,0.806280672386051,0.9466114023470044,29.686984751666508,p3t2
03180500,1.6734152677491516,3.380825339031309,0.0696920786841609,0.7364547761507876,1.0155488403810695,0.7047658264376382,0.9001221861094277,1.8315475942122352,1.0743751894705282,22.737554036666797,p3t1
03182500,1.5631725242418368,2.961168056966036,0.0081473223974161,0.7690291865214783,0.8642265825600177,0.6240781039412893,0.8968438393164654,-2.02390134133991,0.6151393120261132,13.148976046666697,p3t1
03237280,1.1644495411347182,2.914589599388328,-0.0946977589574626,0.5866129851474319,1.0901784644803674,0.5344183871493292,0.7547224962891479,17.629995375288267,3.509995441774294,13.3879147549999,p3t2
03237500,12.476428927079814,22.94165278778504,-39.90478174279293,5.47972351169244,10.145280713100949,2.703200876885237,6.01300497178366,4.736190056068797,3.032501087994804,12.461189448333364,p3t1
03241500,0.9007385303891776,1.5072623987587737,0.2795729321921161,0.75068813586463,1.418877847016628,0.7155495701829324,0.9398901694890412,4.376829962250353,2.3128108673839303,15.80950953499996,p3t2
03280700,1.166559821321828,3.143000245997049,-0.0075343889539036,0.8625806683242808,0.7905273648477736,0.8088106937082271,0.7514830913008762,1.888127322568249,0.9931528076557912,14.123887493333314,p3t2
03281500,1.38672232779929,2.671305054101607,0.1207012547361442,0.910052994091454,0.9926858579024072,0.8250553649715805,0.9905296797873904,0.0725748806695342,0.8500394590850684,15.842889593333044,p3t1
03285000,1.6678454631336797,3.619842813040377,0.1978812747652857,0.537638340722606,1.3103266802432405,0.5110620662965156,0.755512290730695,8.039610895957908,3.169708965058468,15.688794619999925,p3t2
03291780,1.335338292501847,3.683448591571135,0.2922030644738643,0.5022750368023791,0.8878441532248008,0.4884864177257023,0.6403139713302737,10.488869840987432,1.8919920141085085,15.284774773333629,p3t1
03338780,0.9788862037044468,2.350733240283569,0.1913376854557094,0.6584113140367077,0.8815952715682688,0.6499662427312092,0.7277900419330133,1.9478632809673515,1.177996776126705,18.74343349666645,p3t1
03340800,1.2946170116274378,2.615275210704761,0.11668251321172,0.7765382808695765,1.7716551165647008,0.8120155493647403,1.1656168839677183,5.477422795395989,3.0554241176049803,16.7890293500003,p3t2
03346000,1.2678217665333604,2.625720429831115,0.1747681172716446,0.9015490906692304,0.7515429218688862,0.8367003248578583,0.9693943839731736,-29.62187507169346,-0.5508022457797175,19.459822424999825,p3t2
03364500,2.461629596077065,3.588795368358352,-0.6682163291274461,1.0804421227997092,2.740572532740306,1.1186948251239146,1.4905701026949614,26.96074623700264,5.803107770481605,13.896563965000192,p3t2
03366500,69.83647693051499,76.35444500007976,-445.1404583535596,8.558570964960728,54.21540263599268,4.650248556249273,10.72942087182312,951.0014972819916,316.8619267964983,12.225837603333154,p3t2
03368000,2.235040662431586,4.750948240557449,0.0732460947273072,0.6542557708076526,1.0533776743782746,0.5614596874862147,0.8295354586012419,-34.65582370783476,3.5091733611947133,16.58017587000019,p3t2
03384450,68.14751033190757,68.73041801935771,-321.5823539895644,2.23108756107955,53.87496893904271,3.4800370998751173,8.466916762139459,5613.395389609436,424.5256039984767,23.69075684999989,p3t1
03439000,64.84755154552252,64.9510242007779,-376.4779000363319,0.5312737516246521,21.10381237299992,3.7314300964637934,7.096227198705401,62.43924327451513,29.76515591366081,41.09181295500021,p3t1
03455500,2.5692261950154807,5.406634370056564,-0.2863965006412936,1.071394480308338,0.8830969549842387,1.0082986843933843,1.0846750531580294,0.3540400653610431,0.6052028165097909,17.263904948333707,p3t1
03456500,102.24208249873332,102.34048031734709,-808.0111668704938,0.7600931827406071,38.70821859850736,5.378517127438155,10.97260261564866,154.0122818983046,60.37136506939469,21.13672482166633,p3t1
03460000,1.0692956360258208,2.143280062693509,0.2964083169943589,0.5620112270488956,0.8739943168116726,0.5715712602342706,0.6712772102564432,1.30226478424061,1.0302213651958307,17.87864299166734,p3t1
03471500,0.78948106964043,1.6789000575942767,0.2859156545839887,0.6310353391358686,0.9086953503773336,0.6558177068441001,0.6917331575398807,1.6864039549703775,1.2293449861495425,22.98278502166601,p3t2
03473000,102.61860925664318,149.5807468815045,-6262.197598918103,57.81681249899846,70.31010843070239,21.04728153617687,41.11511325276893,2.707490186601079,45.05198632726115,21.57076430833355,p3t2
03479000,1.3320941671854925,3.584439168557567,0.086080322422721,0.6759014722894694,0.6496506823730609,0.7302975894044526,0.7830125791046852,0.2998053638164175,0.4388862768299535,23.15568818000029,p3t1
03488000,0.9992080063759076,2.0968840699967712,0.0159766657310244,0.7282319651512987,0.9159883489247088,0.7487064762236665,0.7188795574834248,2.333424561464948,1.4322960731102763,21.44132320666686,p3t2
03498500,1.3100619733141323,2.813279121180202,0.1707380667939002,0.8819064598913681,1.1759258043808265,0.8812587204275322,0.9348073493020104,2.5131450892792104,1.4905356222572923,23.984267068333185,p3t2
03500000,1.1218815822115429,2.035653969801877,0.2501285034514665,0.6453745381138773,0.8436144287142977,0.616004465981756,0.7061674320305856,0.921985985802933,0.9532180877450488,30.267574401666447,p3t1
03500240,1.492847519627247,3.1773039058808896,-0.6368160619338246,1.190168765075549,1.1297458524418311,1.2853788293339607,1.2457605850303504,1.0747800810491968,1.1003640488849054,16.016900765000415,p3t1
